taxID,superkingdom,kingdom,subkingdom,superphylum,phylum,subphylum,infraphylum,superclass,class,subclass,infraclass,cohort,subcohort,superorder,order,suborder,infraorder,parvorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,section,subsection,series,subseries,species_group,species_subgroup,species,forma_specialis,subspecies,varietas,subvariety,forma,serogroup,serotype,strain,isolate
32,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,delta/epsilon subdivisions,inPhy_of_Deltaproteobacteria,spCla_of_Deltaproteobacteria,Deltaproteobacteria,sbCla_of_Myxococcales,inCla_of_Myxococcales,Coh_of_Myxococcales,sbCoh_of_Myxococcales,spOrd_of_Myxococcales,Myxococcales,Cystobacterineae,inOrd_of_Myxococcaceae,prOrd_of_Myxococcaceae,spFam_of_Myxococcaceae,Myxococcaceae,sbFam_of_Myxococcus,Tri_of_Myxococcus,sbTri_of_Myxococcus,Myxococcus,sbGen_in_Myxococcus,Sec_in_Myxococcus,sbSec_in_Myxococcus,Ser_in_Myxococcus,sbSer_in_Myxococcus,Sgr_in_Myxococcus,sbSgr_in_Myxococcus,Spe_in_Myxococcus,Fsp_in_Myxococcus,sbSpe_in_Myxococcus,Var_in_Myxococcus,sbVar_in_Myxococcus,For_in_Myxococcus,Srg_in_Myxococcus,Srt_in_Myxococcus,Str_in_Myxococcus,Iso_in_Myxococcus
33,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,delta/epsilon subdivisions,inPhy_of_Deltaproteobacteria,spCla_of_Deltaproteobacteria,Deltaproteobacteria,sbCla_of_Myxococcales,inCla_of_Myxococcales,Coh_of_Myxococcales,sbCoh_of_Myxococcales,spOrd_of_Myxococcales,Myxococcales,Cystobacterineae,inOrd_of_Myxococcaceae,prOrd_of_Myxococcaceae,spFam_of_Myxococcaceae,Myxococcaceae,sbFam_of_Myxococcus,Tri_of_Myxococcus,sbTri_of_Myxococcus,Myxococcus,sbGen_of_Myxococcus fulvus,Sec_of_Myxococcus fulvus,sbSec_of_Myxococcus fulvus,Ser_of_Myxococcus fulvus,sbSer_of_Myxococcus fulvus,Sgr_of_Myxococcus fulvus,sbSgr_of_Myxococcus fulvus,Myxococcus fulvus,Fsp_in_Myxococcus fulvus,sbSpe_in_Myxococcus fulvus,Var_in_Myxococcus fulvus,sbVar_in_Myxococcus fulvus,For_in_Myxococcus fulvus,Srg_in_Myxococcus fulvus,Srt_in_Myxococcus fulvus,Str_in_Myxococcus fulvus,Iso_in_Myxococcus fulvus
65591,Eukaryota,Kin_Sar,sbKin_Rhizaria,spPhy_Retaria,Phy_of_Polycystinea,sbPhy_of_Polycystinea,inPhy_of_Polycystinea,spCla_of_Polycystinea,Polycystinea,sbCla_of_Collodaria,inCla_of_Collodaria,Coh_of_Collodaria,sbCoh_of_Collodaria,spOrd_of_Collodaria,Collodaria,sbOrd_of_Sphaerozoidae,inOrd_of_Sphaerozoidae,prOrd_of_Sphaerozoidae,spFam_of_Sphaerozoidae,Sphaerozoidae,sbFam_of_Collozoum,Tri_of_Collozoum,sbTri_of_Collozoum,Collozoum,sbGen_in_Collozoum,Sec_in_Collozoum,sbSec_in_Collozoum,Ser_in_Collozoum,sbSer_in_Collozoum,Sgr_in_Collozoum,sbSgr_in_Collozoum,Spe_in_Collozoum,Fsp_in_Collozoum,sbSpe_in_Collozoum,Var_in_Collozoum,sbVar_in_Collozoum,For_in_Collozoum,Srg_in_Collozoum,Srt_in_Collozoum,Str_in_Collozoum,Iso_in_Collozoum
63,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,sbPhy_of_Betaproteobacteria,inPhy_of_Betaproteobacteria,spCla_of_Betaproteobacteria,Betaproteobacteria,sbCla_of_Neisseriales,inCla_of_Neisseriales,Coh_of_Neisseriales,sbCoh_of_Neisseriales,spOrd_of_Neisseriales,Neisseriales,sbOrd_of_Neisseriaceae,inOrd_of_Neisseriaceae,prOrd_of_Neisseriaceae,spFam_of_Neisseriaceae,Neisseriaceae,sbFam_of_Vitreoscilla,Tri_of_Vitreoscilla,sbTri_of_Vitreoscilla,Vitreoscilla,sbGen_of_Vitreoscilla filiformis,Sec_of_Vitreoscilla filiformis,sbSec_of_Vitreoscilla filiformis,Ser_of_Vitreoscilla filiformis,sbSer_of_Vitreoscilla filiformis,Sgr_of_Vitreoscilla filiformis,sbSgr_of_Vitreoscilla filiformis,Vitreoscilla filiformis,Fsp_in_Vitreoscilla filiformis,sbSpe_in_Vitreoscilla filiformis,Var_in_Vitreoscilla filiformis,sbVar_in_Vitreoscilla filiformis,For_in_Vitreoscilla filiformis,Srg_in_Vitreoscilla filiformis,Srt_in_Vitreoscilla filiformis,Str_in_Vitreoscilla filiformis,Iso_in_Vitreoscilla filiformis
65588,Eukaryota,Kin_Sar,sbKin_Rhizaria,spPhy_Retaria,Phy_of_Polycystinea,sbPhy_of_Polycystinea,inPhy_of_Polycystinea,spCla_of_Polycystinea,Polycystinea,sbCla_of_Collodaria,inCla_of_Collodaria,Coh_of_Collodaria,sbCoh_of_Collodaria,spOrd_of_Collodaria,Collodaria,sbOrd_of_Sphaerozoidae,inOrd_of_Sphaerozoidae,prOrd_of_Sphaerozoidae,spFam_of_Sphaerozoidae,Sphaerozoidae,sbFam_in_Sphaerozoidae,Tri_in_Sphaerozoidae,sbTri_in_Sphaerozoidae,Gen_in_Sphaerozoidae,sbGen_in_Sphaerozoidae,Sec_in_Sphaerozoidae,sbSec_in_Sphaerozoidae,Ser_in_Sphaerozoidae,sbSer_in_Sphaerozoidae,Sgr_in_Sphaerozoidae,sbSgr_in_Sphaerozoidae,Spe_in_Sphaerozoidae,Fsp_in_Sphaerozoidae,sbSpe_in_Sphaerozoidae,Var_in_Sphaerozoidae,sbVar_in_Sphaerozoidae,For_in_Sphaerozoidae,Srg_in_Sphaerozoidae,Srt_in_Sphaerozoidae,Str_in_Sphaerozoidae,Iso_in_Sphaerozoidae
458839,Bacteria,Kin_Terrabacteria group,sbKin_of_Actinomycetota,spPhy_of_Actinomycetota,Actinomycetota,sbPhy_of_Actinomycetes,inPhy_of_Actinomycetes,spCla_of_Actinomycetes,Actinomycetes,sbCla_of_Micrococcales,inCla_of_Micrococcales,Coh_of_Micrococcales,sbCoh_of_Micrococcales,spOrd_of_Micrococcales,Micrococcales,sbOrd_of_Cellulomonadaceae,inOrd_of_Cellulomonadaceae,prOrd_of_Cellulomonadaceae,spFam_of_Cellulomonadaceae,Cellulomonadaceae,sbFam_of_Actinotalea,Tri_of_Actinotalea,sbTri_of_Actinotalea,Actinotalea,sbGen_in_Actinotalea,Sec_in_Actinotalea,sbSec_in_Actinotalea,Ser_in_Actinotalea,sbSer_in_Actinotalea,Sgr_in_Actinotalea,sbSgr_in_Actinotalea,Spe_in_Actinotalea,Fsp_in_Actinotalea,sbSpe_in_Actinotalea,Var_in_Actinotalea,sbVar_in_Actinotalea,For_in_Actinotalea,Srg_in_Actinotalea,Srt_in_Actinotalea,Str_in_Actinotalea,Iso_in_Actinotalea
118,Bacteria,Kin_PVC group,sbKin_of_Planctomycetota,spPhy_of_Planctomycetota,Planctomycetota,sbPhy_of_Planctomycetia,inPhy_of_Planctomycetia,spCla_of_Planctomycetia,Planctomycetia,sbCla_of_Planctomycetales,inCla_of_Planctomycetales,Coh_of_Planctomycetales,sbCoh_of_Planctomycetales,spOrd_of_Planctomycetales,Planctomycetales,sbOrd_of_Planctomycetaceae,inOrd_of_Planctomycetaceae,prOrd_of_Planctomycetaceae,spFam_of_Planctomycetaceae,Planctomycetaceae,sbFam_of_Planctomyces,Tri_of_Planctomyces,sbTri_of_Planctomyces,Planctomyces,sbGen_in_Planctomyces,Sec_in_Planctomyces,sbSec_in_Planctomyces,Ser_in_Planctomyces,sbSer_in_Planctomyces,Sgr_in_Planctomyces,sbSgr_in_Planctomyces,Spe_in_Planctomyces,Fsp_in_Planctomyces,sbSpe_in_Planctomyces,Var_in_Planctomyces,sbVar_in_Planctomyces,For_in_Planctomyces,Srg_in_Planctomyces,Srt_in_Planctomyces,Str_in_Planctomyces,Iso_in_Planctomyces
7,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,sbPhy_of_Alphaproteobacteria,inPhy_of_Alphaproteobacteria,spCla_of_Alphaproteobacteria,Alphaproteobacteria,sbCla_of_Hyphomicrobiales,inCla_of_Hyphomicrobiales,Coh_of_Hyphomicrobiales,sbCoh_of_Hyphomicrobiales,spOrd_of_Hyphomicrobiales,Hyphomicrobiales,sbOrd_of_Xanthobacteraceae,inOrd_of_Xanthobacteraceae,prOrd_of_Xanthobacteraceae,spFam_of_Xanthobacteraceae,Xanthobacteraceae,sbFam_of_Azorhizobium,Tri_of_Azorhizobium,sbTri_of_Azorhizobium,Azorhizobium,sbGen_of_Azorhizobium caulinodans,Sec_of_Azorhizobium caulinodans,sbSec_of_Azorhizobium caulinodans,Ser_of_Azorhizobium caulinodans,sbSer_of_Azorhizobium caulinodans,Sgr_of_Azorhizobium caulinodans,sbSgr_of_Azorhizobium caulinodans,Azorhizobium caulinodans,Fsp_in_Azorhizobium caulinodans,sbSpe_in_Azorhizobium caulinodans,Var_in_Azorhizobium caulinodans,sbVar_in_Azorhizobium caulinodans,For_in_Azorhizobium caulinodans,Srg_in_Azorhizobium caulinodans,Srt_in_Azorhizobium caulinodans,Str_in_Azorhizobium caulinodans,Iso_in_Azorhizobium caulinodans
1802340,Bacteria,Kin_Nitrospinae/Tectomicrobia group,sbKin_in_Nitrospinae/Tectomicrobia group,spPhy_in_Nitrospinae/Tectomicrobia group,Phy_in_Nitrospinae/Tectomicrobia group,sbPhy_in_Nitrospinae/Tectomicrobia group,inPhy_in_Nitrospinae/Tectomicrobia group,spCla_in_Nitrospinae/Tectomicrobia group,Cla_in_Nitrospinae/Tectomicrobia group,sbCla_in_Nitrospinae/Tectomicrobia group,inCla_in_Nitrospinae/Tectomicrobia group,Coh_in_Nitrospinae/Tectomicrobia group,sbCoh_in_Nitrospinae/Tectomicrobia group,spOrd_in_Nitrospinae/Tectomicrobia group,Ord_in_Nitrospinae/Tectomicrobia group,sbOrd_in_Nitrospinae/Tectomicrobia group,inOrd_in_Nitrospinae/Tectomicrobia group,prOrd_in_Nitrospinae/Tectomicrobia group,spFam_in_Nitrospinae/Tectomicrobia group,Fam_in_Nitrospinae/Tectomicrobia group,sbFam_in_Nitrospinae/Tectomicrobia group,Tri_in_Nitrospinae/Tectomicrobia group,sbTri_in_Nitrospinae/Tectomicrobia group,Gen_in_Nitrospinae/Tectomicrobia group,sbGen_in_Nitrospinae/Tectomicrobia group,Sec_in_Nitrospinae/Tectomicrobia group,sbSec_in_Nitrospinae/Tectomicrobia group,Ser_in_Nitrospinae/Tectomicrobia group,sbSer_in_Nitrospinae/Tectomicrobia group,Sgr_in_Nitrospinae/Tectomicrobia group,sbSgr_in_Nitrospinae/Tectomicrobia group,Spe_in_Nitrospinae/Tectomicrobia group,Fsp_in_Nitrospinae/Tectomicrobia group,sbSpe_in_Nitrospinae/Tectomicrobia group,Var_in_Nitrospinae/Tectomicrobia group,sbVar_in_Nitrospinae/Tectomicrobia group,For_in_Nitrospinae/Tectomicrobia group,Srg_in_Nitrospinae/Tectomicrobia group,Srt_in_Nitrospinae/Tectomicrobia group,Str_in_Nitrospinae/Tectomicrobia group,Iso_in_Nitrospinae/Tectomicrobia group
2752542,Eukaryota,Fungi,Dikarya,spPhy_of_Ascomycota,Ascomycota,Pezizomycotina,inPhy_of_leotiomyceta,spCla_leotiomyceta,Eurotiomycetes,Eurotiomycetidae,inCla_of_Eurotiales,Coh_of_Eurotiales,sbCoh_of_Eurotiales,spOrd_of_Eurotiales,Eurotiales,sbOrd_of_Trichocomaceae,inOrd_of_Trichocomaceae,prOrd_of_Trichocomaceae,spFam_of_Trichocomaceae,Trichocomaceae,sbFam_of_Talaromyces,Tri_of_Talaromyces,sbTri_of_Talaromyces,Talaromyces,sbGen_of_Talaromyces sect. Islandici,Talaromyces sect. Islandici,sbSec_in_Talaromyces sect. Islandici,Ser_in_Talaromyces sect. Islandici,sbSer_in_Talaromyces sect. Islandici,Sgr_in_Talaromyces sect. Islandici,sbSgr_in_Talaromyces sect. Islandici,Spe_in_Talaromyces sect. Islandici,Fsp_in_Talaromyces sect. Islandici,sbSpe_in_Talaromyces sect. Islandici,Var_in_Talaromyces sect. Islandici,sbVar_in_Talaromyces sect. Islandici,For_in_Talaromyces sect. Islandici,Srg_in_Talaromyces sect. Islandici,Srt_in_Talaromyces sect. Islandici,Str_in_Talaromyces sect. Islandici,Iso_in_Talaromyces sect. Islandici
753747,Eukaryota,Viridiplantae,sbKin_of_Streptophyta,spPhy_of_Streptophyta,Streptophyta,Streptophytina,inPhy_of_Embryophyta,spCla_Embryophyta,Magnoliopsida,sbCla_eudicotyledons,inCla_Gunneridae,Coh_Pentapetalae,sbCoh_of_rosids,spOrd_rosids,Malpighiales,sbOrd_of_Salicaceae,inOrd_of_Salicaceae,prOrd_of_Salicaceae,spFam_of_Salicaceae,Salicaceae,sbFam_of_Saliceae,Saliceae,sbTri_of_Salix,Salix,sbGen_of_Salix mucronata,Sec_of_Salix mucronata,sbSec_of_Salix mucronata,Ser_of_Salix mucronata,sbSer_of_Salix mucronata,Sgr_of_Salix mucronata,sbSgr_of_Salix mucronata,Salix mucronata,Fsp_of_Salix mucronata subsp. subserrata,Salix mucronata subsp. subserrata,Var_in_Salix mucronata subsp. subserrata,sbVar_in_Salix mucronata subsp. subserrata,For_in_Salix mucronata subsp. subserrata,Srg_in_Salix mucronata subsp. subserrata,Srt_in_Salix mucronata subsp. subserrata,Str_in_Salix mucronata subsp. subserrata,Iso_in_Salix mucronata subsp. subserrata
99,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,sbPhy_of_Alphaproteobacteria,inPhy_of_Alphaproteobacteria,spCla_of_Alphaproteobacteria,Alphaproteobacteria,sbCla_of_Hyphomicrobiales,inCla_of_Hyphomicrobiales,Coh_of_Hyphomicrobiales,sbCoh_of_Hyphomicrobiales,spOrd_of_Hyphomicrobiales,Hyphomicrobiales,sbOrd_of_Xanthobacteraceae,inOrd_of_Xanthobacteraceae,prOrd_of_Xanthobacteraceae,spFam_of_Xanthobacteraceae,Xanthobacteraceae,sbFam_of_Ancylobacter,Tri_of_Ancylobacter,sbTri_of_Ancylobacter,Ancylobacter,sbGen_in_Ancylobacter,Sec_in_Ancylobacter,sbSec_in_Ancylobacter,Ser_in_Ancylobacter,sbSer_in_Ancylobacter,Sgr_in_Ancylobacter,sbSgr_in_Ancylobacter,Spe_in_Ancylobacter,Fsp_in_Ancylobacter,sbSpe_in_Ancylobacter,Var_in_Ancylobacter,sbVar_in_Ancylobacter,For_in_Ancylobacter,Srg_in_Ancylobacter,Srt_in_Ancylobacter,Str_in_Ancylobacter,Iso_in_Ancylobacter
18,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,delta/epsilon subdivisions,inPhy_of_Deltaproteobacteria,spCla_of_Deltaproteobacteria,Deltaproteobacteria,sbCla_of_Desulfuromonadales,inCla_of_Desulfuromonadales,Coh_of_Desulfuromonadales,sbCoh_of_Desulfuromonadales,spOrd_of_Desulfuromonadales,Desulfuromonadales,sbOrd_of_Desulfuromonadaceae,inOrd_of_Desulfuromonadaceae,prOrd_of_Desulfuromonadaceae,spFam_of_Desulfuromonadaceae,Desulfuromonadaceae,sbFam_of_Pelobacter,Tri_of_Pelobacter,sbTri_of_Pelobacter,Pelobacter,sbGen_in_Pelobacter,Sec_in_Pelobacter,sbSec_in_Pelobacter,Ser_in_Pelobacter,sbSer_in_Pelobacter,Sgr_in_Pelobacter,sbSgr_in_Pelobacter,Spe_in_Pelobacter,Fsp_in_Pelobacter,sbSpe_in_Pelobacter,Var_in_Pelobacter,sbVar_in_Pelobacter,For_in_Pelobacter,Srg_in_Pelobacter,Srt_in_Pelobacter,Str_in_Pelobacter,Iso_in_Pelobacter
2621553,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,sbPhy_of_Gammaproteobacteria,inPhy_of_Gammaproteobacteria,spCla_of_Gammaproteobacteria,Gammaproteobacteria,sbCla_of_Xanthomonadales,inCla_of_Xanthomonadales,Coh_of_Xanthomonadales,sbCoh_of_Xanthomonadales,spOrd_of_Xanthomonadales,Xanthomonadales,sbOrd_of_Rhodanobacteraceae,inOrd_of_Rhodanobacteraceae,prOrd_of_Rhodanobacteraceae,spFam_of_Rhodanobacteraceae,Rhodanobacteraceae,sbFam_of_Rhodanobacter,Tri_of_Rhodanobacter,sbTri_of_Rhodanobacter,Rhodanobacter,sbGen_unclassified Rhodanobacter,Sec_in_unclassified Rhodanobacter,sbSec_in_unclassified Rhodanobacter,Ser_in_unclassified Rhodanobacter,sbSer_in_unclassified Rhodanobacter,Sgr_in_unclassified Rhodanobacter,sbSgr_in_unclassified Rhodanobacter,Spe_in_unclassified Rhodanobacter,Fsp_in_unclassified Rhodanobacter,sbSpe_in_unclassified Rhodanobacter,Var_in_unclassified Rhodanobacter,sbVar_in_unclassified Rhodanobacter,For_in_unclassified Rhodanobacter,Srg_in_unclassified Rhodanobacter,Srt_in_unclassified Rhodanobacter,Str_in_unclassified Rhodanobacter,Iso_in_unclassified Rhodanobacter
16,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,sbPhy_of_Betaproteobacteria,inPhy_of_Betaproteobacteria,spCla_of_Betaproteobacteria,Betaproteobacteria,sbCla_of_Nitrosomonadales,inCla_of_Nitrosomonadales,Coh_of_Nitrosomonadales,sbCoh_of_Nitrosomonadales,spOrd_of_Nitrosomonadales,Nitrosomonadales,sbOrd_of_Methylophilaceae,inOrd_of_Methylophilaceae,prOrd_of_Methylophilaceae,spFam_of_Methylophilaceae,Methylophilaceae,sbFam_of_Methylophilus,Tri_of_Methylophilus,sbTri_of_Methylophilus,Methylophilus,sbGen_in_Methylophilus,Sec_in_Methylophilus,sbSec_in_Methylophilus,Ser_in_Methylophilus,sbSer_in_Methylophilus,Sgr_in_Methylophilus,sbSgr_in_Methylophilus,Spe_in_Methylophilus,Fsp_in_Methylophilus,sbSpe_in_Methylophilus,Var_in_Methylophilus,sbVar_in_Methylophilus,For_in_Methylophilus,Srg_in_Methylophilus,Srt_in_Methylophilus,Str_in_Methylophilus,Iso_in_Methylophilus
44,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,delta/epsilon subdivisions,inPhy_of_Deltaproteobacteria,spCla_of_Deltaproteobacteria,Deltaproteobacteria,sbCla_of_Myxococcales,inCla_of_Myxococcales,Coh_of_Myxococcales,sbCoh_of_Myxococcales,spOrd_of_Myxococcales,Myxococcales,Cystobacterineae,inOrd_of_Archangiaceae,prOrd_of_Archangiaceae,spFam_of_Archangiaceae,Archangiaceae,sbFam_of_Melittangium,Tri_of_Melittangium,sbTri_of_Melittangium,Melittangium,sbGen_in_Melittangium,Sec_in_Melittangium,sbSec_in_Melittangium,Ser_in_Melittangium,sbSer_in_Melittangium,Sgr_in_Melittangium,sbSgr_in_Melittangium,Spe_in_Melittangium,Fsp_in_Melittangium,sbSpe_in_Melittangium,Var_in_Melittangium,sbVar_in_Melittangium,For_in_Melittangium,Srg_in_Melittangium,Srt_in_Melittangium,Str_in_Melittangium,Iso_in_Melittangium
65551,Bacteria,Kin_Terrabacteria group,sbKin_of_Deinococcus-Thermus,spPhy_of_Deinococcus-Thermus,Deinococcus-Thermus,sbPhy_of_Deinococci,inPhy_of_Deinococci,spCla_of_Deinococci,Deinococci,sbCla_of_Thermales,inCla_of_Thermales,Coh_of_Thermales,sbCoh_of_Thermales,spOrd_of_Thermales,Thermales,sbOrd_of_Thermaceae,inOrd_of_Thermaceae,prOrd_of_Thermaceae,spFam_of_Thermaceae,Thermaceae,sbFam_of_Meiothermus,Tri_of_Meiothermus,sbTri_of_Meiothermus,Meiothermus,sbGen_in_Meiothermus,Sec_in_Meiothermus,sbSec_in_Meiothermus,Ser_in_Meiothermus,sbSer_in_Meiothermus,Sgr_in_Meiothermus,sbSgr_in_Meiothermus,Spe_in_Meiothermus,Fsp_in_Meiothermus,sbSpe_in_Meiothermus,Var_in_Meiothermus,sbVar_in_Meiothermus,For_in_Meiothermus,Srg_in_Meiothermus,Srt_in_Meiothermus,Str_in_Meiothermus,Iso_in_Meiothermus
262209,Bacteria,Kin_Terrabacteria group,sbKin_of_Actinomycetota,spPhy_of_Actinomycetota,Actinomycetota,sbPhy_of_Actinomycetes,inPhy_of_Actinomycetes,spCla_of_Actinomycetes,Actinomycetes,sbCla_of_Micrococcales,inCla_of_Micrococcales,Coh_of_Micrococcales,sbCoh_of_Micrococcales,spOrd_of_Micrococcales,Micrococcales,sbOrd_of_Intrasporangiaceae,inOrd_of_Intrasporangiaceae,prOrd_of_Intrasporangiaceae,spFam_of_Intrasporangiaceae,Intrasporangiaceae,sbFam_of_Janibacter,Tri_of_Janibacter,sbTri_of_Janibacter,Janibacter,sbGen_of_Janibacter melonis,Sec_of_Janibacter melonis,sbSec_of_Janibacter melonis,Ser_of_Janibacter melonis,sbSer_of_Janibacter melonis,Sgr_of_Janibacter melonis,sbSgr_of_Janibacter melonis,Janibacter melonis,Fsp_in_Janibacter melonis,sbSpe_in_Janibacter melonis,Var_in_Janibacter melonis,sbVar_in_Janibacter melonis,For_in_Janibacter melonis,Srg_in_Janibacter melonis,Srt_in_Janibacter melonis,Str_in_Janibacter melonis,Iso_in_Janibacter melonis
2621554,Eukaryota,Viridiplantae,sbKin_of_Streptophyta,spPhy_of_Streptophyta,Streptophyta,Streptophytina,inPhy_of_Embryophyta,spCla_Embryophyta,Magnoliopsida,sbCla_eudicotyledons,inCla_Gunneridae,Coh_Pentapetalae,sbCoh_of_rosids,spOrd_rosids,Malpighiales,sbOrd_of_Salicaceae,inOrd_of_Salicaceae,prOrd_of_Salicaceae,spFam_of_Salicaceae,Salicaceae,sbFam_of_Saliceae,Saliceae,sbTri_of_Salix,Salix,sbGen_unclassified Salix,Sec_in_unclassified Salix,sbSec_in_unclassified Salix,Ser_in_unclassified Salix,sbSer_in_unclassified Salix,Sgr_in_unclassified Salix,sbSgr_in_unclassified Salix,Spe_in_unclassified Salix,Fsp_in_unclassified Salix,sbSpe_in_unclassified Salix,Var_in_unclassified Salix,sbVar_in_unclassified Salix,For_in_unclassified Salix,Srg_in_unclassified Salix,Srt_in_unclassified Salix,Str_in_unclassified Salix,Iso_in_unclassified Salix
108,Bacteria,Kin_FCB group,sbKin_Bacteroidetes/Chlorobi group,spPhy_of_Bacteroidota,Bacteroidota,sbPhy_of_Cytophagia,inPhy_of_Cytophagia,spCla_of_Cytophagia,Cytophagia,sbCla_of_Cytophagales,inCla_of_Cytophagales,Coh_of_Cytophagales,sbCoh_of_Cytophagales,spOrd_of_Cytophagales,Cytophagales,sbOrd_of_Cytophagaceae,inOrd_of_Cytophagaceae,prOrd_of_Cytophagaceae,spFam_of_Cytophagaceae,Cytophagaceae,sbFam_of_Spirosoma,Tri_of_Spirosoma,sbTri_of_Spirosoma,Spirosoma,sbGen_of_Spirosoma linguale,Sec_of_Spirosoma linguale,sbSec_of_Spirosoma linguale,Ser_of_Spirosoma linguale,sbSer_of_Spirosoma linguale,Sgr_of_Spirosoma linguale,sbSgr_of_Spirosoma linguale,Spirosoma linguale,Fsp_in_Spirosoma linguale,sbSpe_in_Spirosoma linguale,Var_in_Spirosoma linguale,sbVar_in_Spirosoma linguale,For_in_Spirosoma linguale,Srg_in_Spirosoma linguale,Srt_in_Spirosoma linguale,Str_in_Spirosoma linguale,Iso_in_Spirosoma linguale
196637,Eukaryota,Kin_Sar,sbKin_Stramenopiles,spPhy_Ochrophyta,Bacillariophyta,sbPhy_of_Bacillariophyceae,inPhy_of_Bacillariophyceae,spCla_of_Bacillariophyceae,Bacillariophyceae,sbCla_Eunotiophycidae,inCla_of_Eunotiales,Coh_of_Eunotiales,sbCoh_of_Eunotiales,spOrd_of_Eunotiales,Eunotiales,sbOrd_of_Eunotiaceae,inOrd_of_Eunotiaceae,prOrd_of_Eunotiaceae,spFam_of_Eunotiaceae,Eunotiaceae,sbFam_of_Eunotia,Tri_of_Eunotia,sbTri_of_Eunotia,Eunotia,sbGen_in_Eunotia,Sec_in_Eunotia,sbSec_in_Eunotia,Ser_in_Eunotia,sbSer_in_Eunotia,Sgr_in_Eunotia,sbSgr_in_Eunotia,Spe_in_Eunotia,Fsp_in_Eunotia,sbSpe_in_Eunotia,Var_in_Eunotia,sbVar_in_Eunotia,For_in_Eunotia,Srg_in_Eunotia,Srt_in_Eunotia,Str_in_Eunotia,Iso_in_Eunotia
20,Bacteria,Kin_of_Pseudomonadota,sbKin_of_Pseudomonadota,spPhy_of_Pseudomonadota,Pseudomonadota,sbPhy_of_Alphaproteobacteria,inPhy_of_Alphaproteobacteria,spCla_of_Alphaproteobacteria,Alphaproteobacteria,sbCla_of_Caulobacterales,inCla_of_Caulobacterales,Coh_of_Caulobacterales,sbCoh_of_Caulobacterales,spOrd_of_Caulobacterales,Caulobacterales,sbOrd_of_Caulobacteraceae,inOrd_of_Caulobacteraceae,prOrd_of_Caulobacteraceae,spFam_of_Caulobacteraceae,Caulobacteraceae,sbFam_of_Phenylobacterium,Tri_of_Phenylobacterium,sbTri_of_Phenylobacterium,Phenylobacterium,sbGen_in_Phenylobacterium,Sec_in_Phenylobacterium,sbSec_in_Phenylobacterium,Ser_in_Phenylobacterium,sbSer_in_Phenylobacterium,Sgr_in_Phenylobacterium,sbSgr_in_Phenylobacterium,Spe_in_Phenylobacterium,Fsp_in_Phenylobacterium,sbSpe_in_Phenylobacterium,Var_in_Phenylobacterium,sbVar_in_Phenylobacterium,For_in_Phenylobacterium,Srg_in_Phenylobacterium,Srt_in_Phenylobacterium,Str_in_Phenylobacterium,Iso_in_Phenylobacterium
131152,Bacteria,Kin_Terrabacteria group,sbKin_of_Tenericutes,spPhy_of_Tenericutes,Tenericutes,sbPhy_of_Mollicutes,inPhy_of_Mollicutes,spCla_of_Mollicutes,Mollicutes,sbCla_of_Acholeplasmatales,inCla_of_Acholeplasmatales,Coh_of_Acholeplasmatales,sbCoh_of_Acholeplasmatales,spOrd_of_Acholeplasmatales,Acholeplasmatales,sbOrd_of_Acholeplasmataceae,inOrd_of_Acholeplasmataceae,prOrd_of_Acholeplasmataceae,spFam_of_Acholeplasmataceae,Acholeplasmataceae,sbFam_of_Candidatus Phytoplasma,Tri_of_Candidatus Phytoplasma,sbTri_of_Candidatus Phytoplasma,Candidatus Phytoplasma,sbGen_of_16SrV (Elm yellows group),Sec_of_16SrV (Elm yellows group),sbSec_of_16SrV (Elm yellows group),Ser_of_16SrV (Elm yellows group),sbSer_of_16SrV (Elm yellows group),16SrV (Elm yellows group),sbSgr_of_Candidatus Phytoplasma vitis,Candidatus Phytoplasma vitis,Fsp_in_Candidatus Phytoplasma vitis,sbSpe_in_Candidatus Phytoplasma vitis,Var_in_Candidatus Phytoplasma vitis,sbVar_in_Candidatus Phytoplasma vitis,For_in_Candidatus Phytoplasma vitis,Srg_in_Candidatus Phytoplasma vitis,Srt_in_Candidatus Phytoplasma vitis,Str_in_Candidatus Phytoplasma vitis,Iso_in_Candidatus Phytoplasma vitis
