"";"Abies.sibirica_tree_2";"Abies_tree_2";"Agrostis.stolonifera_grass_3";"Alnus.alnobetula_tree_1";"Alnus_tree_1";"Alopecurus_grass_3";"Androsace_herbaceous_out";"Arabidopsis.lyrata_herbaceous_3";"Arabidopsis_herbaceous_3";"Arabis.alpina_herbaceous_2";"Avena.sativa_grass_1";"Avena_grass_1";"Betula.pendula_shrub_1";"Betula.platyphylla_shrub_1";"Betula_shrub_1";"Bistorta.officinalis_herbaceous_3";"Bistorta.vivipara_herbaceous_3";"Bistorta_herbaceous_3";"Brassica.napus_herbaceous_2";"Brassica.oleracea_herbaceous_2";"Brassica.rapa_herbaceous_2";"Brassica_herbaceous_2";"Bromus_grass_3";"Bryum.argenteum_moss_3";"Caltha.palustris_herbaceous_3";"Caltha_herbaceous_3";"Cardamine_herbaceous_5";"Carex.myosuroides_grass_2";"Carex.nigra_grass_2";"Carex.pallescens_grass_2";"Carex.rupestris_grass_2";"Carex_grass_2";"Cassiope_herbaceous_3";"Chamaenerion.angustifolium_herbaceous_3";"Chamaenerion_herbaceous_3";"Chrysanthemum.boreale_herbaceous_2";"Chrysanthemum_herbaceous_2";"Cirsium_herbaceous_3";"Cuscuta_herbaceous_3";"Deschampsia_grass_2";"Dianthus_herbaceous_2";"Distichium_moss_out";"Draba_herbaceous_4";"Dryas.grandis_herbaceous_3";"Dryas.integrifolia.x.Dryas.octopetala_herbaceous_3";"Dryas.octopetala_herbaceous_3";"Dryas_herbaceous_3";"Dryopteris.fragrans_fern_2";"Dryopteris_fern_2";"Equisetum.arvense_herbaceous_2";"Equisetum_herbaceous_2";"Erigeron_herbaceous_3";"Eriophorum.angustifolium_herbaceous_1";"Eriophorum_herbaceous_1";"Eritrichium_herbaceous_3";"Festuca_grass_pH.tolerant";"Fragaria.vesca_herbaceous_3";"Fragaria_herbaceous_3";"Geranium_herbaceous_2";"Geum_herbaceous_2";"Hedysarum.consanguineum_herbaceous_3";"Hedysarum_herbaceous_3";"Juniperus.communis_shrub_2";"Juniperus_shrub_2";"Larix.sibirica_tree_1";"Larix_tree_1";"Linum.usitatissimum_herbaceous_out";"Linum_herbaceous_out";"Luzula_herbaceous_2";"Marchantia.polymorpha_moss_2";"Medicago_herbaceous_3";"Micranthes.integrifolia_herbaceous_3";"Micranthes_herbaceous_3";"Myosotis.alpestris_herbaceous_3";"Myosotis_herbaceous_3";"Oxygraphis.glacialis_herbaceous_1";"Oxyria.digyna_herbaceous_3";"Oxyria_herbaceous_3";"Papaver.nudicaule_herbaceous_3";"Papaver_herbaceous_3";"Pedicularis.oederi_herbaceous_3";"Pedicularis.verticillata_herbaceous_3";"Pedicularis_herbaceous_3";"Picea.abies_tree_1";"Picea_tree_1";"Pinus_tree_1";"Poa.palustris_grass_2";"Poa.pratensis_grass_2";"Poa_grass_2";"Polytrichastrum.alpinum_moss_unknown";"Polytrichum.commune_moss_3";"Polytrichum.juniperinum_moss_3";"Polytrichum_moss_3";"Populus.alba_shrub_3";"Populus.nigra_shrub_3";"Populus.tremula_shrub_3";"Populus_shrub_3";"Potentilla_herbaceous_2";"Pyrola.rotundifolia_herbaceous_3";"Pyrola_herbaceous_3";"Rhodiola_herbaceous_2";"Ribes_shrub_3";"Rumex.acetosa_herbaceous_1";"Rumex_herbaceous_unknown";"Salix.pentandra_shrub_2";"Salix.rorida_shrub_2";"Salix.sp._shrub_2";"Salix.triandra_shrub_2";"Salix.viminalis.x.Salix.schwerinii_shrub_2";"Salix.viminalis_shrub_2";"Salix_shrub_2";"Saussurea_herbaceous_3";"Saxifraga.cernua_herbaceous_4";"Saxifraga.sinomontana_herbaceous_4";"Saxifraga_herbaceous_4";"Silene.latifolia_herbaceous_1";"Silene_herbaceous_1";"Smelowskia_herbaceous_out";"Spiraea_shrub_2";"Taraxacum_herbaceous_2";"Thymus_herbaceous_2";"Trigonotis.peduncularis_herbaceous_out";"Triticum.aestivum_grass_3";"Triticum_grass_3";"Turritis.glabra_herbaceous_3";"Vaccinium.uliginosum_herbaceous_1";"Vaccinium.vitis.idaea_herbaceous_1";"Vaccinium_herbaceous_1";"Valeriana.officinalis_herbaceous_2";"Valeriana_herbaceous_2";"Veratrum_herbaceous_3";"Veronica_herbaceous_3";"Woodsia_fern_4"
"12977";0;0;0;2,48;2,7;0;0,9;0;25,05;2,55;0;0;185,53;19,48;72,02;0,91;0;22,33;1,77;0;0;0;0;0;0;0;0;0;3,19;0;0;85,15;0;346,36;0,92;0;0,79;0;0;7,5;0;0;0;0;0,89;18,83;127,22;62,73;45,44;15,1;21,42;0;0;0;0;0;0;1,89;0;0;0;4,15;0;0;4,06;2,55;0;0;0;0;5,01;0;0;0;0;0;0;0,75;0;2,33;0;0;2,39;0,86;1,63;0;0;0;0;0;3,49;0;0;34,34;0;0;1432,91;3,34;1,76;0;0;0;0;0;21,7;0,77;0;0;0,87;5,31;857,69;0;0;0,99;13,53;0;0;0;0;0;0,69;0;23,56;34,35;0;0;0;0;0;0;0;0;0,82
"13553";0;0;0;1,28;12,82;0;0;1,29;52,37;17,24;0;2,24;46,93;1,23;5,55;0;3,45;60,48;1,25;0;1,24;3,04;0;0;0;0;2,27;0;3,5;0;0;118,32;0;182,37;0;1,17;0;0;0;15,13;0;0;0;0;0;24,8;195,1;1,15;0;0;2,43;0;0;0;0;0;0;1,25;0;2,31;0;14,98;0;0;3,34;0;0;0;0;0;6,83;0;3,62;0;0;0;0;0;1,17;2,56;0;0;12,96;1,09;0;0;0;2,19;0;0;0;1,03;1,11;58,61;0;0;1718,32;5,63;0;0;0;0;1,1;0;15,17;0;0;0;0;7,03;865,49;2,27;0;3,66;26,12;0;0;0;0;0;0;0;8,31;10,2;0;0;0;0;0;0;0;0;0
"13743";0;0;0;0;7,74;0;0;8,57;80,05;0;62,96;0;177,24;0;24,4;0;0;7,79;15,97;0;0;15,57;0;0;0;0;15,63;0;16,48;0;0;225,31;0;281,5;0;0;0;0;0;23,44;0;0;0;0;0;8,11;290,32;0;0;8,35;7,88;0;0;0;0;0;0;0;0;0;0;23,82;0;0;0;0;0;0;0;7,99;8,25;0;0;0;0;0;0;0;0;0;0;0;7,57;8,64;0;0;0;8,39;0;0;0;0;0;47,82;0;0;1356,32;0;0;0;0;0;0;0;0;0;0;0;0;7,82;690,93;0;0;0;56,46;0;0;0;0;0;0;0;0;31,68;0;0;0;0;0;0;0;0;0
"13956";0;0;3,83;2,17;4,37;0;0;1,79;84,92;10,17;0;4,11;133,59;6,56;46,16;2,16;0;6,29;0;0;0;8,68;0;2,33;0;0;2,05;0;10,94;0;0;169,5;0;393,59;0;0;0;0;0;25,78;0;0;0;0;0;40,58;192,48;0;0;6,33;4,51;0;0;0;0;0;0;4,12;0;0;0;19,31;0;0;2,25;4,15;0;0;0;0;14,89;0;4,06;0;4,63;0;0;0;4,47;3,8;4,02;0;10,78;1,97;4,49;0;0;10,79;2,03;2,23;0;0;0;14,39;0;0;1412,35;4,12;0;0;0;0;0;0;26,02;0;0;0;0;10,72;734,91;0;0;0;35,45;0;4,24;0;0;0;0;0;10,58;14,53;2,35;0;0;0;0;2,46;0;0;0
"13959";0;0;0;0;3,76;0;0;0;63,48;3,51;0;3,27;181,89;20,78;29,85;0;0;16,79;3,27;0;0;6,73;0;0;0;0;0;0;0;0;0;170,39;0;396,18;0;3,26;0;0;0;26,58;0;0;3,17;0;0;22,9;183,83;0;0;6,37;23,29;0;0;0;0;0;0;0;0;0;0;16,97;0;0;0;0;0;0;0;0;31,22;0;0;0;0;0;0;0;0;17,62;0;0;9,62;0;0;0;0;20,12;0;0;0;0;0;23,88;0;0;1409,76;0;0;0;3,31;0;0;0;23,61;0;0;0;7,12;3,42;683,6;0;0;3,2;42,98;0;3,4;0;0;0;0;0;47,25;13,41;3,21;0;0;0;0;0;0;0;0
"14320";0;0;0;1,46;2,31;0;0;0;29,47;6,42;0;2,31;24,1;1,27;3,86;0;0;61,27;0;1,26;0;5,13;0;0;0;0;2,34;0;4,03;0;0;132,82;0;109,14;2,59;0;0;0;0;16,76;0;1,34;0;0;0;36,18;333,94;0;1,27;1,35;1,23;0;0;0;0;1,1;0;2,8;0;1,34;0;8,67;0;0;4,03;1,29;2,63;0;0;0;2,48;0;0;0;0;0;0;1,37;0;1,31;0;0;8,54;7,81;1,22;7,17;0;5,29;0;0;2,85;0;0;50,85;0;0;1754,04;3,8;0;0;1,41;0;1,27;1,34;32,13;0;2,78;0;0;2,21;780,23;1,25;0;1,29;23,04;1,41;1,18;0;0;0;0;0;8,95;21,39;0;0;0;1,32;0;1,36;0;0;0
"14667";0;0,89;0;7,68;9,17;0;0;0;18,33;0,98;3,44;0,79;8,11;0;2,89;0;0;21,78;0;1,76;0;2,35;0;0;1,71;0;0;0,75;0;0;0;58,29;0;249,19;0;0,72;0;0;0;4,55;0;0,88;0;0;0;30,33;2118,91;0;0;2,78;0,72;0,97;0;0;1,05;0;0;1,61;0;3,67;0;8,43;0;0;5,14;0,78;1,77;0;0;0;2,5;0;0;0;0;0,81;0;0,84;0;1,53;0;0;4,34;0;0;0;0;0,73;0;0;0;0;0;10,63;0;0;480,16;5,39;0;0;0;0;0,95;0;4,65;0;0;0;0;1,71;399,45;0;0;0;38,64;0,89;0;0;0;0;0,98;0;1,83;4,11;0;0;0;1,66;0;0,78;0;0;0
"15125";0;1,83;0;4,1;8,54;0;0;2,35;16,06;4,4;0;0;59,93;2,11;1,92;0;1,95;45,32;0;2,02;0;2,2;2,03;0;1,85;0;0;0;0;0;0;105,79;0;793,82;4,28;0;0;0;0;6,47;0;0;2,17;0;2,07;22,06;196,11;0;0;1,79;6,18;0;0;0;0;0;0;2,07;0;1,92;0;2,21;0;0;8,76;6,6;0;0;2,33;0;6,02;2;0;0;0;0;0;0;0;0;2,13;0;6,24;8,33;6,17;4,21;0;5,75;0;0;1,97;0;0;37,15;0;0;1187,1;6,55;0;0;0;0;2,12;0;14,05;0;0;0;4,01;4,02;886,9;0;0;0;12,66;0;0;0;0;0;0;0;5,82;4,18;0;0;0;2,13;0;2,25;0;0;0
"15596";0;0;0;4,86;7,91;0;0;0;17,38;0,66;17,2;1,93;29,53;0,6;12,06;0;0,59;66,63;0;0;0;0,44;0;0;1,72;0;0;1,22;4,24;0;0;124,59;0;320,79;0;0,76;0;0;0;12,26;0;0;1,23;0;0,66;18,19;233,6;1,51;0;4,73;4,3;1,48;0;0;0;0;0;2,84;0;2,42;0;8,4;0;0;6,96;0;0,53;0;0;0;2,38;0;0;0;0;1,74;0;0,49;0;3,07;0;0;13,43;1,78;2,18;0;0;1,74;0;1,15;1,02;0;0;28,44;0;0;1561,79;16,69;0;0;0,67;0;1,59;0;20,68;0;0;0,68;0,63;6,94;906,97;1,29;0;0,74;28,18;0;0,54;0;0;2,05;0,57;0;5,29;4,44;0,54;0;0;1,29;0;0,54;0;0;1,25
"16079";0,54;0;0;8,14;7,17;0;0;0,53;13,2;3,88;0;1,56;27,24;2,4;6,1;0,47;0;44,8;0;0;0;3;0;0;0,45;0,56;0;0;1,12;0;0;69,85;0;511,23;3,23;1,05;0;0;0;6,43;0;0;1,07;0;0,59;24,33;294,92;0,53;0;0,62;3,97;0;0;0,43;0;0;1,02;57,74;0;0;0;7,67;0;0;4,11;0,51;0;0;0;0;5,24;0;2,31;0;0,36;0;0;0;0;1,59;0,45;0;7,96;2,28;2,05;3,31;0;2,74;0;0;2,4;0;0,52;33,93;0;0;1251,53;274,75;1,04;0;0;0;0,53;0,57;25,78;0;0;0;1,19;5,5;761,69;0,43;0;0;20,25;0,49;0,49;0,52;0;0,6;0;0;3,02;5,52;0,58;0;0;1,46;0;1;0;0;0,46
"16535";0;0;0;8,44;18,71;0;0,58;0;21,27;2,22;0;1,31;41,28;1,79;8,17;0;0,49;47,18;0;0;0;1,44;0;0;3,57;0,48;0;0;3,72;0,49;0;102,55;0,56;656,83;1,47;0;0;0;0;4,44;0;0;0,45;0;0;22,16;204,44;1,24;2,09;6,55;4,61;0;0,49;0;0;0,93;0;3,26;0;3,98;0;11,52;0;0;6,44;0,97;0;0;0,49;0;5,64;0;0,54;0;0;0;0;0;0;1,11;0,41;0;13,63;4,09;2,4;0;0,36;3,29;0;0;0,5;0;0;26,35;0;0,56;1298,28;11,2;2,28;0,49;0;0;0,98;1,99;16,79;0;0;0;0,47;7,68;894,86;0,49;0;0;26,85;0;0;0,35;0;0,38;0;0;5,71;4,47;0;0;0;2,73;0;1,51;0;0;0
"16946";0;1,16;0;4,31;17,47;0;0;0;5,32;5,55;2,01;0;34,3;1,94;5,07;0;0;41,39;0;0;0;0;0;0;1,02;0;0;0,89;0;0;0;85,35;0;628,05;1,02;0;0;0;0;5,6;0;0;1,14;0;0,95;10,73;213,32;3,16;0,99;6,55;1,05;0;0;0;0;0;0;1,26;0;0;0;12,37;0;0;8,89;1,05;0;0;0,97;0;3,38;0;0;0;0;0;0;1,19;0;3,38;0;1,08;7,34;0;1,26;0;0;4,89;0;0;0,94;0;0;44,02;0;0;1349,18;10,37;0;0;1,01;0;0,98;0;20,83;1,1;1,04;0;1,21;5,12;927,83;0;0;0;28,16;0;0;0;0;1,05;0;0;3,19;4,09;0;0;0;5,3;0;1,06;0;0;1,12
"17212";0;0;0,17;2,04;5,43;0;0,32;0,39;12,71;2,54;0;0,71;29,36;1,66;6,4;0;0;35,41;0,15;0,14;0;3;0;0;1,78;0;0;0;1,78;0;0,19;49,38;0;594,86;1,01;0,55;0;0;0;5,21;0;0;0,35;0;1,03;17,78;176,28;1,15;0,13;2,96;4,84;0;0;0,69;0,84;0;0,19;1,65;0;1,73;0;8,24;0;0;2,37;0,62;0;0;0;0;4,06;0;0;0,65;0;0,14;0;0;0;0,89;0,35;0,21;9,93;2,31;4,54;0,84;0;2,37;0;0;0,5;0,16;0;35,83;0,39;0;1719,66;2,95;0,21;0;0,38;0;0,31;0;19,4;0;0,25;0;1,56;7,9;706,69;0,65;0;0,73;22,03;0,37;0,16;0;0;0,18;0;0;3,83;3,27;0;0,3;0;1,5;0,14;1,12;0;0;0,2
"17948";0;0,2;0;3,29;2,72;0,09;0,22;0;4,75;1,25;4,03;0,37;12,38;0,96;2,23;0;0;19,48;0,3;0,13;0,28;1,45;0;0;0,79;0,18;0;0,15;0,59;0,17;0,22;26,14;0;383,09;1,1;0,17;0;0;0,18;2,33;0;0;0,13;0,33;1,43;52,73;1549,48;0,74;0,17;1,41;1,76;0,15;0;0;0;0;0,46;1,72;0;0,95;0;5,03;0;0;1,15;0,72;0;0,17;0,12;0;1,76;0;0,31;0;0;0,15;0,29;0,27;0;0,69;0,18;0;6,28;0;0,35;0;0;1,61;0;0;0;0,2;0,15;17,52;0;0;963,93;6,08;0;0;0,17;0;0,69;0,25;13,74;0;0,13;0,16;0;4,59;389,42;0,13;0,21;0,8;12,83;0,17;0,12;0;0;0;0,15;0,14;6,24;13,48;0;0,19;0;0,33;0,15;1,25;0;0;0
"18408";0;0;0;3,74;6,31;0,23;0,17;0;14,1;2,23;0;0,36;27,85;2;6,47;0;0,73;29;0;0,17;0,17;2,2;0;0,15;0,67;0;0,21;0;1,56;0;0;47,12;0,18;680,34;1,27;0,37;0,68;0;0;5,69;0,56;0;0;0;1,13;19,98;186,23;0,89;0,18;1,91;1,58;0;0,13;0;0;0,24;0;1,44;0;1,11;0,37;9,66;0;0;2,82;0,11;0,8;0;0,37;0;3,29;0,16;0,23;0,22;0,13;0;0,14;0,47;0;1,23;0,18;0,31;9,68;1,15;0,18;1,39;0,4;2,35;0,1;0,14;1,05;0,31;0;42,3;0;0,14;1652,98;6,83;0,89;0;0,19;0;0,27;0,66;25,11;0,15;0,25;0;0,62;6,74;676,55;0,53;0,23;1,28;23,06;0,63;0,28;0;0;0;0;0;1,54;2,83;0,65;0;0;0,57;0;0,98;0;0;0,15
"18716";0;0;0;4,56;11,78;0;0;0;13,68;1,89;7,34;0,96;31,88;1,05;9,62;0;0,92;36,14;1,04;0,43;0;1,46;0;0;1,43;0;0;0,61;1,85;0;0;67,36;0;634,93;3,2;0;0,51;0;0;5,42;0,4;0;0,43;0,45;0;17,31;230,17;2,79;1,03;2;4,99;0;0;0,96;0,46;0;0;0,88;0;1,25;0,44;13,8;0;0;6,3;0,91;0;0;0,49;0;7,24;0;0;0,35;0;1,01;0;0;0;1,28;0,99;0;7,29;1,89;0,66;0;0,51;1,83;0;0;0,49;0;0;32,15;0;0;1467,45;4,92;1,14;0;0;0;0;0;21,3;0;0;0;0;5,34;814,4;0,4;0;0,9;25,43;0;0;0;0;0;0,44;0;4,41;4,82;0,38;0;0;1,85;0;1,01;0;0;0
"19192";0;0,48;0;5,72;5,13;0,42;0,42;0,68;14,04;3,81;0;0,97;38,7;1,16;9,18;0,35;0,98;42,8;0,37;0,53;0;1,85;0;0,37;1,38;0,82;0;0;2,94;0;0;119,99;0;592,9;2,63;0;0;0;0;8,42;0;0;0,72;0;0;15,27;209,34;0,92;0,86;6,73;6,78;0;0;0;0;1,04;0;2,99;0;1,79;0;8,02;0;0;3,2;1,21;0,36;0,64;0;0;6,46;0;0;0;0,48;0;0;0;0;0,85;1,27;0,51;10,13;1,39;0,53;0;0;1,95;0,44;0,42;0,49;0;0;38,74;0;0;1368,31;7,74;0,47;0;0;0;1,38;0,53;14,73;0;1,19;0;1,77;7,72;899,54;1,52;0,45;0;27,33;0;0;0;0;1,89;0;0;5,52;7,62;0;0;0;2,73;0;1,99;0;0;0
"19590";0,47;0;0;2,26;9,26;0;1,02;0;13,94;3,76;10,58;0,95;30,26;1,68;3,47;0;0,53;43,35;0;0;0;0;0;0;4,63;0,61;0;0,93;3,64;0;0;106,61;0;452,75;1,49;0;0;0;0,51;7,95;0;0;0;0;0,6;11,7;233,4;1,06;1,47;4,19;3,97;0;0;0;0;1,55;0;1,68;0;1,7;0;13,79;0;0;4,78;0;0,93;0;0,55;0;7,25;0;0,99;0;0;0;0;0;0;1,56;0,63;0;6,42;1,5;0;0,62;0,91;3,16;0,65;0;1,52;0;0,56;30,82;0,54;0;1456,67;7,55;1,62;0;0,44;0;1,53;0,5;20,19;0,99;0;0;0;8,99;936,83;0;0;0;23,88;1,19;0,58;0;0;0,58;0;0,51;8,74;16,07;0;0;0;3,37;0;3,02;0;0;0,6
"20053";0;0;0,23;1,73;4,52;0;0;0;11,68;1,78;0;0,27;28,19;0,7;3,84;0;0;31,8;0,2;0;0,22;1,24;0;0;0,63;0;0,28;0;1,35;0;0,22;44,66;0;739,84;2,18;0,7;0;0;0;4,06;0;0;0,27;0,24;0,96;14,34;169,24;0,81;0,45;4,97;2,03;0;0;0;0,6;0;0,45;0,29;0;1,61;0;7,55;0;0;2,58;0,3;0,26;0;0,25;0;2,94;0;0,25;0,19;0,26;0;0,28;0,81;0;0,7;0;0,81;7,85;0,83;0;0;0;2;0,27;0;1,28;0;0,27;40,65;0;0,62;1606,04;5,95;0;0;0,75;0;0,47;0,25;25,54;0,29;0,37;0;0,53;8,16;707,17;1,01;0;0,28;20,07;0,6;0;0;0;0;0;0;2,5;1,16;0;0;0;0,94;0;3,16;0;0;0,23
"20620";0;0,54;0;5,59;10,34;0,24;0,49;0;11,34;1,89;5,74;0,99;28,52;1,8;7,35;0,46;1,08;32,68;0,23;0;0,24;1,09;0;0;0,59;0,49;0;0;1,66;0;0;44,22;0,22;773,77;2,71;0,38;0,15;0;0,48;3,61;0;0;0,16;0,17;0,54;17,24;159,37;0,61;0,93;1,98;3,57;0;0;0;0,2;0;0,18;0,63;0;1,33;0;7,72;0;0;4,61;1,18;0,7;0,18;0,21;0;3,95;0;0,75;0,18;0;0;0,22;0,25;0;1,08;0,66;0;9,23;1,94;0,52;0;0;1,1;0;0,33;0,31;0,42;0;37,46;0;0,2;1618,26;4,65;0,72;0;0,19;0,36;2,35;0,81;19,76;0;0,53;0;0,78;7,79;643,02;0,48;0,23;0,38;24,12;0,21;0,18;0;0;0,16;0;0,16;3,71;2,45;0;0;0;1,74;0;0,96;0;0;0
"21057";0,35;0,33;0,64;4,69;5,93;0;0,25;0;10,29;4,56;0;1,71;29,54;0,36;8,47;0,31;0,29;28,89;0;0,39;0;0,94;0,58;0;0,34;0;0;0;0,9;0;0;37,2;0;734,93;1,69;1,02;0;0;0;7,9;0;0;0,39;0,27;1,78;17,49;136,54;0,99;1,27;0,71;2,19;0;0;0;0;0,3;0;1,26;0;1,9;0;7,06;0;0;5,93;0,78;0;0;0;0;2,72;0;0,28;0;0;0;0;0;0;2,29;0,68;0;9,5;1,86;0,64;0,62;0;1,56;1,03;0;0,82;0;0;43,95;0,27;0;1713,72;6,15;0;0;0,73;0;1,35;0,59;25,71;0,39;0;0;0,38;6,89;614,15;0,8;0;0,63;19,06;0,97;0,33;0;0;0,28;0;0;3,72;6,4;0;0;0;1,64;0;1,53;0;0;0
"21740";0;0,32;0;7,25;10,59;0,69;1,76;0,29;13,15;2,34;11,96;0,42;40,13;1,96;6;0;1,57;41,72;0,27;0;0;1,13;0,37;0;0,63;0;0;1,12;2,37;0,76;0;93,56;0,38;649,64;2,31;0,82;0,76;0;0;10,16;0,31;0;0,36;0;0,34;16,04;170,54;1,51;2,27;6,99;7,26;0,39;0,34;0;0;0;0;2,42;0;2,01;0;6,03;0;0;6,98;0,32;0,74;0;0,43;0;2,27;0;0;0;0,38;0,66;0;0;0;2,16;0,69;0;8,67;0,87;1,03;0;0;2,26;0,35;0;1,26;0,32;0;35,45;0,31;0;1431,76;9,39;0,89;0;0;0;0,39;0;21,86;0;0;0,4;0,24;5,17;839,32;0,37;0;0;22,65;0;0,78;0;0;0,3;0;0,3;4,26;4,82;0,44;0;0;0,88;0;2,39;0;0;0
"22505";0;0;0;4,52;5,18;0;0,76;0;4,94;3,1;0;0,38;24,06;2,93;7,58;0;0,35;32,11;0,3;0,26;0,57;1,06;0;0,63;2,02;0,38;0;0;1,86;0;0;33,63;0;784,61;1,39;0,53;0;0;0;4,11;0;0;0;0;1,03;15,39;152,22;2,25;0;2,24;3,25;0;0;0;0;0,23;0;0,61;0;0,42;0;10,71;0;0;4,68;0,77;0,61;0;0;0;4,79;0,42;0,58;0;0;0,36;0,43;0,35;0,4;1,51;0;0,94;13,7;1,16;0,35;0;0;2,01;0;0;0,42;0;0;38,64;0;0;1619,57;5,31;0,74;0;0;0;0,92;0,7;30,35;0;0;0;0;4,42;655,72;0;0;0,68;26,11;0;0;0;0;0,33;0,28;0;3,48;1,8;0;0;0;2,55;0;1,99;0;0;0,32
"22974";0;0,28;0;6,84;9,41;0;0,2;0;15,06;2,4;8,13;0,23;21,69;1,93;8,22;0;0,32;31,49;0,73;0,16;0;1,8;0,21;0;0,53;0;0;0;0,61;0;0;31,26;0,23;802,09;3,35;0,61;0;0;0;4,3;0;0,26;0,15;0;1,16;12,11;169,14;2,25;0,85;1,17;2,78;0,21;0;0,21;0;0,19;0;1,46;0;0,86;0,22;5,82;0;0;7,84;0,37;0,85;0;0,15;0;2,95;0,2;0,51;0,19;0,17;0,26;0,2;0;0;1,69;0,59;0,33;10,4;1,47;0,42;0;0,24;0,41;0,4;0;1,12;0;0;39,05;0;0;1588,88;5,22;1,33;0;0,62;0;0,38;0,63;22,1;0;0,41;0;0,29;8,43;651,91;0,21;0,17;0,25;18,65;0;0,76;0;0;0;0;0,22;5,04;4,57;0,16;0;0;1,19;0,27;0,58;0;0;0
