depth	min	max	median	mean
1010	16980	18166	17575	17571
1011	16986	18171	17580	17576
1012	16995	18177	17586	17582
1013	16998	18181	17591	17588
1014	17003	18188	17597	17594
1015	17008	18193	17602	17599
1016	17013	18202	17608	17605
1017	17016	18211	17613	17611
1018	17023	18219	17619	17617
1019	17027	18224	17624	17622
1020	17030	18232	17629	17628
1021	17036	18240	17634	17634
1022	17044	18245	17640	17639
1023	17049	18250	17646	17645
1024	17052	18255	17652	17651
1025	17058	18261	17657	17657
1026	17065	18268	17664	17662
1027	17070	18275	17671	17668
1028	17075	18281	17677	17674
1029	17079	18287	17682	17680
1030	17087	18292	17687	17686
1031	17092	18301	17693	17691
1032	17094	18309	17699	17697
1033	17100	18317	17704	17703
1034	17103	18323	17710	17709
1035	17109	18329	17716	17714
1036	17115	18334	17721	17720
1037	17119	18340	17727	17726
1038	17122	18347	17732	17732
1039	17126	18356	17738	17737
1040	17130	18365	17743	17743
1041	17134	18369	17748	17749
1042	17144	18375	17753	17754
1043	17149	18384	17758	17760
1044	17155	18389	17764	17766
1045	17163	18400	17770	17772
1046	17168	18407	17775	17777
1047	17171	18414	17781	17783
1048	17176	18420	17786	17789
1049	17182	18427	17792	17794
1050	17187	18440	17797	17800
1051	17195	18444	17803	17806
1052	17199	18451	17808	17811
1053	17207	18459	17816	17817
1054	17214	18464	17821	17823
1055	17218	18469	17827	17829
1056	17222	18474	17833	17834
1057	17225	18479	17839	17840
1058	17231	18485	17845	17846
1059	17235	18492	17852	17851
1060	17238	18498	17858	17857
1061	17242	18502	17863	17863
1062	17247	18506	17869	17869
1063	17251	18512	17874	17875
1064	17258	18515	17879	17881
1065	17265	18521	17884	17886
1066	17271	18527	17890	17892
1067	17277	18534	17895	17898
1068	17282	18538	17901	17904
1069	17291	18546	17907	17910
1070	17296	18554	17912	17916
1071	17302	18558	17918	17922
1072	17305	18564	17924	17928
1073	17311	18572	17930	17934
1074	17315	18578	17938	17939
1075	17319	18583	17944	17945
1076	17322	18589	17949	17951
1077	17327	18596	17955	17957
1078	17337	18603	17960	17963
1079	17341	18610	17966	17969
1080	17345	18616	17973	17975
1081	17348	18621	17980	17981
1082	17354	18628	17986	17988
1083	17357	18635	17992	17994
1084	17365	18646	17999	18000
1085	17371	18652	18005	18006
1086	17376	18661	18011	18012
1087	17378	18669	18019	18019
1088	17385	18674	18024	18025
1089	17391	18680	18031	18031
1090	17398	18686	18036	18037
1091	17402	18696	18043	18044
1092	17408	18702	18048	18050
1093	17411	18708	18055	18057
1094	17414	18722	18061	18063
1095	17422	18730	18067	18070
1096	17429	18740	18074	18076
1097	17434	18750	18080	18083
1098	17441	18761	18086	18089
1099	17448	18772	18093	18096
1100	17452	18780	18100	18102
1101	17459	18787	18106	18109
1102	17463	18791	18112	18115
1103	17466	18799	18119	18122
1104	17468	18804	18124	18128
1105	17475	18810	18129	18134
1106	17481	18816	18136	18141
1107	17487	18822	18142	18147
1108	17493	18828	18148	18153
1109	17500	18835	18155	18160
1110	17506	18847	18160	18166
1111	17512	18854	18167	18173
1112	17518	18859	18174	18179
1113	17523	18867	18181	18186
1114	17526	18872	18189	18192
1115	17532	18878	18194	18199
1116	17541	18884	18201	18205
1117	17547	18891	18206	18212
1118	17553	18899	18212	18218
1119	17558	18907	18219	18224
1120	17563	18917	18225	18231
1121	17569	18925	18231	18237
1122	17573	18936	18237	18244
1123	17581	18939	18243	18250
1124	17587	18946	18248	18257
1125	17593	18951	18254	18263
1126	17599	18957	18262	18270
1127	17604	18966	18268	18276
1128	17611	18971	18273	18283
1129	17620	18979	18280	18289
1130	17627	18985	18287	18296
1131	17633	18991	18293	18302
1132	17638	18994	18299	18308
1133	17644	19000	18306	18315
1134	17651	19006	18313	18321
1135	17656	19012	18319	18328
1136	17661	19018	18326	18334
1137	17665	19027	18332	18341
1138	17672	19033	18337	18347
1139	17679	19042	18344	18353
1140	17683	19047	18349	18360
1141	17687	19053	18355	18366
1142	17691	19059	18361	18373
1143	17697	19068	18369	18379
1144	17702	19077	18375	18385
1145	17706	19085	18382	18392
1146	17710	19097	18387	18398
1147	17719	19107	18395	18404
1148	17725	19116	18401	18411
1149	17730	19124	18406	18417
1150	17735	19131	18412	18423
1151	17740	19135	18418	18430
1152	17746	19141	18425	18436
1153	17753	19149	18431	18443
1154	17758	19153	18438	18449
1155	17766	19155	18445	18456
1156	17772	19161	18450	18462
1157	17777	19168	18457	18469
1158	17787	19174	18463	18475
1159	17791	19178	18469	18482
1160	17797	19186	18474	18488
1161	17807	19191	18479	18494
1162	17814	19198	18486	18501
1163	17821	19206	18492	18507
1164	17827	19214	18497	18514
1165	17834	19219	18503	18520
1166	17842	19224	18510	18526
1167	17846	19236	18516	18533
1168	17852	19241	18522	18539
1169	17856	19248	18529	18545
1170	17864	19254	18535	18552
1171	17869	19261	18541	18558
1172	17875	19266	18546	18564
1173	17884	19272	18552	18571
1174	17890	19282	18559	18577
1175	17893	19291	18565	18583
1176	17900	19301	18571	18589
1177	17904	19308	18577	18596
1178	17906	19321	18584	18602
1179	17910	19329	18590	18608
1180	17915	19340	18595	18615
1181	17922	19346	18600	18621
1182	17928	19352	18605	18627
1183	17932	19357	18612	18634
1184	17942	19361	18618	18640
1185	17949	19366	18624	18647
1186	17954	19374	18631	18653
1187	17962	19383	18637	18659
1188	17970	19390	18644	18666
1189	17974	19401	18651	18672
1190	17978	19408	18659	18678
1191	17983	19414	18664	18685
1192	17989	19422	18670	18692
1193	17995	19429	18676	18699
1194	18000	19436	18682	18705
1195	18005	19441	18688	18712
1196	18010	19446	18695	18719
1197	18016	19453	18701	18725
1198	18020	19459	18709	18732
1199	18025	19465	18715	18739
1200	18033	19474	18722	18746
1201	18041	19481	18729	18753
1202	18049	19487	18737	18760
1203	18054	19492	18745	18768
1204	18059	19499	18752	18775
1205	18066	19507	18759	18782
1206	18071	19512	18766	18789
1207	18078	19523	18775	18797
1208	18082	19533	18782	18804
1209	18085	19540	18790	18811
1210	18091	19548	18797	18819
1211	18097	19554	18804	18826
1212	18106	19559	18811	18833
1213	18113	19566	18818	18840
1214	18120	19574	18826	18847
1215	18126	19581	18834	18854
1216	18130	19591	18840	18861
1217	18138	19602	18846	18868
1218	18140	19613	18854	18875
1219	18144	19624	18862	18882
1220	18146	19631	18869	18889
1221	18151	19639	18876	18896
1222	18160	19643	18884	18904
1223	18165	19654	18891	18911
1224	18171	19662	18898	18918
1225	18178	19668	18905	18925
1226	18184	19675	18912	18933
1227	18188	19680	18920	18940
1228	18194	19692	18927	18947
1229	18200	19701	18935	18954
1230	18204	19710	18942	18961
1231	18213	19716	18949	18969
1232	18221	19724	18956	18976
1233	18225	19733	18963	18983
1234	18234	19741	18971	18991
1235	18240	19750	18980	18998
1236	18246	19758	18987	19005
1237	18252	19765	18994	19013
1238	18256	19775	19001	19020
1239	18261	19785	19008	19027
1240	18264	19796	19016	19035
1241	18274	19801	19023	19042
1242	18285	19810	19031	19049
1243	18290	19817	19039	19056
1244	18297	19827	19046	19063
1245	18306	19836	19053	19071
1246	18311	19840	19060	19078
1247	18314	19850	19068	19085
1248	18317	19856	19074	19092
1249	18324	19869	19081	19099
1250	18329	19875	19088	19106
1251	18337	19883	19095	19114
1252	18344	19891	19103	19121
1253	18346	19898	19111	19128
1254	18351	19906	19119	19136
1255	18355	19914	19127	19143
1256	18365	19924	19134	19151
1257	18372	19935	19141	19158
1258	18380	19947	19148	19166
1259	18385	19955	19155	19173
1260	18391	19963	19162	19180
1261	18398	19968	19171	19188
1262	18402	19974	19177	19195
1263	18406	19980	19185	19202
1264	18413	19985	19192	19210
1265	18419	19993	19199	19217
1266	18422	20001	19207	19224
1267	18428	20008	19214	19231
1268	18431	20014	19223	19239
1269	18435	20022	19229	19246
1270	18440	20027	19237	19253
1271	18446	20034	19244	19261
1272	18452	20045	19252	19268
1273	18459	20053	19258	19275
1274	18462	20059	19265	19283
1275	18470	20062	19272	19290
1276	18480	20071	19280	19297
1277	18485	20081	19288	19305
1278	18490	20091	19296	19312
1279	18495	20104	19303	19319
1280	18500	20110	19311	19327
1281	18505	20117	19318	19334
1282	18512	20120	19325	19341
1283	18517	20125	19332	19349
1284	18526	20128	19338	19356
1285	18530	20136	19347	19363
1286	18536	20144	19355	19371
1287	18541	20154	19362	19378
1288	18547	20161	19370	19385
1289	18553	20170	19376	19393
1290	18559	20178	19384	19400
1291	18566	20185	19392	19407
1292	18569	20192	19397	19415
1293	18575	20203	19406	19422
1294	18581	20211	19413	19429
1295	18583	20216	19419	19437
1296	18589	20223	19425	19444
1297	18596	20232	19432	19451
1298	18600	20239	19439	19459
1299	18605	20245	19446	19466
1300	18611	20254	19455	19473
1301	18616	20264	19462	19481
1302	18620	20272	19469	19488
1303	18625	20281	19476	19496
1304	18630	20292	19483	19503
1305	18636	20298	19491	19510
1306	18643	20304	19497	19518
1307	18649	20311	19505	19525
1308	18655	20317	19512	19532
1309	18660	20322	19519	19540
1310	18665	20333	19526	19547
1311	18671	20337	19534	19555
1312	18681	20344	19542	19563
1313	18689	20353	19550	19570
1314	18699	20364	19557	19578
1315	18708	20376	19566	19586
1316	18717	20384	19575	19594
1317	18724	20395	19583	19601
1318	18731	20407	19592	19609
1319	18735	20419	19600	19617
1320	18742	20429	19609	19625
1321	18750	20435	19616	19633
1322	18759	20442	19625	19642
1323	18770	20447	19633	19650
1324	18786	20457	19641	19659
1325	18794	20467	19649	19668
1326	18803	20474	19657	19676
1327	18810	20486	19666	19685
1328	18820	20497	19676	19693
1329	18835	20505	19685	19702
1330	18841	20516	19695	19711
1331	18853	20522	19704	19719
1332	18863	20528	19712	19728
1333	18874	20535	19721	19737
1334	18882	20541	19729	19745
1335	18889	20547	19740	19754
1336	18902	20555	19748	19763
1337	18909	20566	19758	19771
1338	18915	20573	19767	19780
1339	18927	20580	19777	19789
1340	18936	20585	19787	19797
1341	18949	20593	19796	19806
1342	18964	20601	19804	19815
1343	18970	20613	19812	19824
1344	18977	20624	19819	19833
1345	18988	20632	19829	19842
1346	19000	20643	19838	19850
1347	19011	20653	19846	19859
1348	19019	20664	19855	19868
1349	19026	20677	19864	19877
1350	19035	20687	19874	19886
1351	19050	20696	19882	19894
1352	19059	20705	19891	19903
1353	19071	20713	19899	19912
1354	19081	20723	19908	19920
1355	19091	20735	19917	19929
1356	19100	20744	19928	19937
1357	19111	20755	19936	19946
1358	19121	20768	19944	19954
1359	19130	20783	19952	19963
1360	19140	20793	19962	19971
1361	19145	20801	19970	19980
1362	19155	20808	19979	19988
1363	19161	20814	19987	19997
1364	19167	20822	19996	20005
1365	19175	20832	20003	20014
1366	19187	20840	20012	20022
1367	19195	20852	20020	20031
1368	19204	20861	20029	20040
1369	19214	20871	20038	20048
1370	19224	20886	20048	20057
1371	19231	20892	20055	20065
1372	19243	20900	20064	20074
1373	19255	20905	20074	20082
1374	19263	20914	20082	20090
1375	19272	20917	20090	20099
1376	19279	20922	20099	20107
1377	19288	20933	20108	20116
1378	19297	20942	20117	20124
1379	19304	20951	20125	20133
1380	19313	20962	20134	20141
1381	19322	20972	20143	20150
1382	19333	20981	20150	20158
1383	19347	20987	20159	20167
1384	19355	20992	20167	20175
1385	19365	21005	20176	20184
1386	19377	21010	20185	20192
1387	19389	21016	20194	20201
1388	19399	21025	20204	20209
1389	19405	21037	20212	20218
1390	19413	21047	20221	20226
1391	19420	21057	20230	20235
1392	19428	21065	20238	20244
1393	19433	21072	20246	20252
1394	19439	21082	20253	20261
1395	19445	21094	20262	20269
1396	19455	21106	20270	20278
1397	19467	21116	20278	20287
1398	19476	21123	20287	20295
1399	19484	21137	20296	20304
1400	19489	21152	20304	20313
1401	19495	21160	20313	20321
1402	19506	21166	20323	20330
1403	19515	21171	20331	20338
1404	19522	21182	20339	20347
1405	19535	21196	20347	20355
1406	19544	21203	20355	20364
1407	19553	21217	20365	20372
1408	19557	21226	20374	20381
1409	19567	21239	20382	20389
1410	19576	21248	20391	20398
1411	19584	21256	20398	20406
1412	19594	21261	20407	20415
1413	19606	21267	20416	20424
1414	19617	21275	20426	20432
1415	19626	21285	20434	20441
1416	19635	21292	20441	20449
1417	19644	21301	20450	20458
1418	19650	21311	20458	20466
1419	19655	21318	20467	20475
1420	19663	21331	20476	20483
1421	19676	21340	20485	20492
1422	19686	21346	20495	20501
1423	19698	21354	20503	20510
1424	19703	21366	20512	20518
1425	19713	21372	20521	20527
1426	19717	21383	20528	20536
1427	19730	21392	20537	20544
1428	19745	21402	20545	20553
1429	19753	21411	20554	20562
1430	19756	21421	20561	20571
1431	19765	21430	20571	20579
1432	19774	21438	20579	20588
1433	19780	21444	20589	20597
1434	19790	21455	20598	20606
1435	19799	21463	20608	20615
1436	19807	21468	20616	20624
1437	19815	21480	20626	20633
1438	19825	21488	20635	20642
1439	19836	21498	20643	20651
1440	19848	21509	20651	20660
1441	19850	21516	20662	20669
1442	19855	21527	20672	20678
1443	19860	21535	20681	20688
1444	19870	21545	20689	20697
1445	19874	21554	20700	20707
1446	19880	21565	20710	20716
1447	19887	21576	20720	20725
1448	19901	21589	20730	20735
1449	19909	21601	20739	20744
1450	19918	21614	20749	20754
1451	19925	21624	20759	20763
1452	19930	21629	20767	20772
1453	19937	21633	20775	20781
1454	19945	21643	20783	20790
1455	19956	21654	20793	20800
1456	19967	21665	20801	20809
1457	19980	21673	20811	20818
1458	19993	21686	20821	20827
1459	20003	21700	20831	20836
1460	20013	21711	20840	20846
1461	20023	21719	20849	20855
1462	20035	21730	20860	20864
1463	20041	21743	20869	20874
1464	20050	21754	20877	20883
1465	20062	21765	20885	20892
1466	20066	21776	20895	20902
1467	20077	21786	20906	20911
1468	20086	21799	20915	20921
1469	20091	21810	20925	20930
1470	20099	21822	20935	20939
1471	20112	21829	20945	20949
1472	20124	21837	20954	20958
1473	20135	21849	20964	20967
1474	20144	21864	20974	20977
1475	20149	21872	20983	20986
1476	20159	21882	20993	20995
1477	20169	21890	21002	21005
1478	20176	21898	21012	21014
1479	20184	21910	21021	21024
1480	20195	21918	21030	21033
1481	20204	21927	21040	21042
1482	20213	21937	21049	21052
1483	20222	21945	21059	21061
1484	20231	21953	21067	21070
1485	20241	21962	21077	21079
1486	20247	21976	21087	21089
1487	20257	21980	21096	21098
1488	20265	21991	21105	21107
1489	20275	21997	21113	21117
1490	20284	22011	21124	21126
1491	20297	22015	21133	21136
1492	20312	22022	21144	21145
1493	20319	22032	21154	21155
1494	20326	22042	21164	21165
1495	20329	22050	21172	21174
1496	20343	22062	21182	21184
1497	20352	22069	21191	21193
1498	20362	22075	21203	21203
1499	20366	22082	21213	21213
1500	20374	22091	21222	21222
1501	20379	22099	21232	21231
1502	20388	22110	21240	21241
1503	20398	22121	21251	21250
1504	20411	22132	21261	21259
1505	20418	22137	21270	21268
1506	20430	22148	21279	21278
1507	20441	22157	21289	21287
1508	20452	22168	21297	21296
1509	20461	22178	21306	21305
1510	20469	22190	21317	21315
1511	20478	22201	21326	21324
1512	20493	22207	21335	21333
1513	20504	22215	21345	21343
1514	20516	22223	21354	21352
1515	20528	22235	21364	21361
1516	20536	22242	21374	21371
1517	20543	22251	21385	21380
1518	20550	22269	21394	21389
1519	20557	22282	21403	21398
1520	20566	22291	21413	21408
1521	20578	22299	21422	21417
1522	20585	22307	21431	21426
1523	20594	22319	21440	21436
1524	20606	22331	21449	21445
1525	20618	22351	21459	21455
1526	20621	22363	21469	21464
1527	20636	22370	21477	21473
1528	20640	22377	21486	21483
1529	20649	22383	21494	21492
1530	20655	22392	21503	21501
1531	20665	22399	21512	21511
1532	20674	22404	21522	21520
1533	20681	22408	21531	21529
1534	20690	22415	21538	21538
1535	20700	22428	21548	21548
1536	20708	22435	21557	21557
1537	20719	22449	21567	21566
1538	20729	22464	21577	21575
1539	20738	22475	21585	21584
1540	20745	22486	21594	21594
1541	20759	22496	21603	21603
1542	20770	22507	21612	21612
1543	20781	22515	21621	21621
1544	20789	22523	21631	21631
1545	20799	22535	21641	21640
1546	20811	22543	21651	21649
1547	20818	22549	21659	21659
1548	20823	22558	21669	21668
1549	20828	22570	21680	21677
1550	20834	22582	21689	21686
1551	20845	22591	21698	21696
1552	20857	22599	21708	21706
1553	20868	22607	21719	21716
1554	20879	22618	21729	21726
1555	20887	22629	21739	21735
1556	20890	22636	21748	21745
1557	20902	22647	21758	21755
1558	20908	22650	21767	21765
1559	20915	22661	21776	21774
1560	20926	22672	21787	21784
1561	20935	22678	21796	21795
1562	20944	22686	21806	21805
1563	20952	22699	21817	21816
1564	20962	22712	21829	21826
1565	20970	22722	21839	21837
1566	20976	22735	21850	21847
1567	20986	22749	21861	21857
1568	20991	22758	21873	21868
1569	21005	22772	21885	21878
1570	21015	22786	21894	21889
1571	21023	22791	21904	21899
1572	21035	22802	21915	21910
1573	21048	22814	21925	21920
1574	21057	22822	21937	21931
1575	21066	22834	21946	21941
1576	21077	22848	21955	21952
1577	21085	22860	21965	21962
1578	21096	22868	21974	21973
1579	21107	22881	21983	21983
1580	21117	22893	21992	21994
1581	21125	22901	22001	22004
1582	21134	22913	22013	22015
1583	21146	22923	22025	22025
1584	21153	22938	22034	22035
1585	21165	22948	22044	22046
1586	21174	22958	22053	22056
1587	21183	22965	22064	22066
1588	21191	22984	22075	22077
1589	21199	22993	22087	22087
1590	21207	23006	22096	22097
1591	21212	23012	22105	22108
1592	21225	23017	22115	22118
1593	21243	23030	22126	22128
1594	21248	23036	22135	22139
1595	21256	23044	22144	22149
1596	21270	23055	22153	22159
1597	21277	23066	22164	22170
1598	21287	23072	22174	22180
1599	21296	23086	22185	22190
1600	21301	23098	22195	22201
1601	21318	23107	22206	22211
1602	21329	23117	22215	22221
1603	21341	23127	22225	22231
1604	21353	23140	22235	22242
1605	21364	23155	22244	22252
1606	21375	23168	22255	22262
1607	21384	23181	22264	22272
1608	21394	23196	22274	22282
1609	21402	23214	22284	22293
1610	21410	23224	22294	22303
1611	21419	23231	22303	22313
1612	21427	23241	22314	22324
1613	21441	23248	22324	22334
1614	21450	23261	22335	22344
1615	21462	23268	22346	22355
1616	21472	23275	22358	22365
1617	21483	23281	22369	22375
1618	21492	23293	22379	22386
1619	21498	23305	22390	22396
1620	21507	23316	22399	22406
1621	21515	23321	22409	22417
1622	21523	23331	22421	22427
1623	21534	23345	22431	22437
1624	21543	23359	22442	22448
1625	21553	23374	22453	22458
1626	21563	23391	22462	22469
1627	21574	23403	22474	22479
1628	21582	23414	22485	22490
1629	21600	23425	22498	22500
1630	21610	23438	22508	22510
1631	21622	23448	22518	22521
1632	21634	23457	22529	22531
1633	21643	23464	22538	22541
1634	21657	23475	22548	22551
1635	21666	23488	22558	22561
1636	21671	23493	22566	22571
1637	21682	23509	22576	22582
1638	21689	23520	22587	22592
1639	21700	23531	22597	22602
1640	21712	23543	22606	22612
1641	21722	23554	22615	22622
1642	21736	23564	22626	22632
1643	21744	23578	22637	22642
1644	21755	23585	22647	22653
1645	21770	23594	22659	22663
1646	21783	23603	22667	22673
1647	21791	23614	22677	22683
1648	21797	23623	22687	22693
1649	21807	23636	22695	22703
1650	21812	23649	22705	22713
1651	21820	23659	22714	22724
1652	21833	23670	22727	22734
1653	21842	23678	22737	22744
1654	21848	23696	22748	22755
1655	21858	23707	22756	22765
1656	21870	23717	22768	22776
1657	21880	23729	22777	22786
1658	21890	23744	22787	22796
1659	21897	23753	22797	22807
1660	21909	23772	22807	22817
1661	21921	23783	22817	22828
1662	21932	23789	22828	22838
1663	21945	23797	22839	22849
1664	21956	23807	22849	22859
1665	21967	23817	22860	22869
1666	21973	23829	22869	22880
1667	21979	23842	22879	22890
1668	21990	23857	22890	22901
1669	22000	23871	22901	22911
1670	22009	23879	22912	22922
1671	22019	23886	22923	22932
1672	22034	23898	22934	22943
1673	22047	23906	22947	22953
1674	22060	23916	22958	22963
1675	22070	23925	22969	22974
